VM Id,VM Name,Tenant Id,Tenant Name,Tenant External URL,Image Id,Image Owner Id,Image Name,Secured,Image Direct URL,Image Updated Days,VM Availability Zone,VM Updated Ago,VM IP Address,VM Host Id,VM User Id
7151c1a4-77db-47b4-a446-fd7e6c873b49,nodes-4-mauilion-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,bf9eb691-cf56-4065-a2d1-b7bff1cf24fc,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-16.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/bf9eb691-cf56-4065-a2d1-b7bff1cf24fc/snap,292 Days 20 Hours 3 Mins,cloud-rtp-1-a,0 Days 21 Hours 47 Mins,10.1.0.5,496498db4b5abb48523447bf6a853fd268a79bda02ab5cdb9f61fb05,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
55332d8e-ff26-4f21-ae6f-dcb5ada6bef5,nodes-2-mauilion-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,bf9eb691-cf56-4065-a2d1-b7bff1cf24fc,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-16.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/bf9eb691-cf56-4065-a2d1-b7bff1cf24fc/snap,292 Days 20 Hours 3 Mins,cloud-rtp-1-c,0 Days 21 Hours 47 Mins,10.1.0.12,da5d4c58e46cf6e6bb1725e075693632e0a1e6539f45561da310e11c,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
3520dc74-9571-48ed-b632-1faff2d9ffb8,master-cloud-rtp-1-c-1-mauilion-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,bf9eb691-cf56-4065-a2d1-b7bff1cf24fc,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-16.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/bf9eb691-cf56-4065-a2d1-b7bff1cf24fc/snap,292 Days 20 Hours 3 Mins,cloud-rtp-1-c,0 Days 21 Hours 47 Mins,10.1.0.13,cd1cc69a6a9de1f7e6f0935f2991e4b9306fff21fdc154eca647dc39,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
1a7efabe-e552-4e0e-a3ad-9d6adf8c7cc2,bastions-1-mauilion-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,bf9eb691-cf56-4065-a2d1-b7bff1cf24fc,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-16.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/bf9eb691-cf56-4065-a2d1-b7bff1cf24fc/snap,292 Days 20 Hours 3 Mins,cloud-rtp-1-c,0 Days 21 Hours 47 Mins,10.1.0.11,cd1cc69a6a9de1f7e6f0935f2991e4b9306fff21fdc154eca647dc39,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
68a300e5-88f8-4f70-9073-149fa15b521b,master-cloud-rtp-1-b-1-sdp18-nonprod-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,2ac77ffd-eec2-4709-80df-a233e05a0b6f,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-18.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/2ac77ffd-eec2-4709-80df-a233e05a0b6f/snap,7 Days 20 Hours 50 Mins,cloud-rtp-1-c,0 Days 23 Hours 34 Mins,10.10.0.14,cd1cc69a6a9de1f7e6f0935f2991e4b9306fff21fdc154eca647dc39,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
a4dd989d-6e52-4fa3-be95-202472fada8c,master-cloud-rtp-1-c-1-sdp18-nonprod-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,2ac77ffd-eec2-4709-80df-a233e05a0b6f,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-18.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/2ac77ffd-eec2-4709-80df-a233e05a0b6f/snap,7 Days 20 Hours 50 Mins,cloud-rtp-1-c,0 Days 23 Hours 36 Mins,10.10.0.8,cd1cc69a6a9de1f7e6f0935f2991e4b9306fff21fdc154eca647dc39,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
2b8a223d-c5cf-40ab-a9ec-0f0836965c9e,master-cloud-rtp-1-a-1-sdp18-nonprod-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,2ac77ffd-eec2-4709-80df-a233e05a0b6f,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-18.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/2ac77ffd-eec2-4709-80df-a233e05a0b6f/snap,7 Days 20 Hours 50 Mins,cloud-rtp-1-c,1 Days 0 Hours 44 Mins,10.10.0.15,cd1cc69a6a9de1f7e6f0935f2991e4b9306fff21fdc154eca647dc39,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
41f222e4-1bed-48f6-8854-fd273ae243af,nodes-5-sdp18-nonprod-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,2ac77ffd-eec2-4709-80df-a233e05a0b6f,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-18.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/2ac77ffd-eec2-4709-80df-a233e05a0b6f/snap,7 Days 20 Hours 50 Mins,cloud-rtp-1-b,1 Days 0 Hours 44 Mins,10.10.0.4,271ee230ea73d6573bad0e0e287dff9771f84f941823d8218b152e5a,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
5379ce46-9588-4284-b86e-f1c955a4aa6d,nodes-3-sdp18-nonprod-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,2ac77ffd-eec2-4709-80df-a233e05a0b6f,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-18.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/2ac77ffd-eec2-4709-80df-a233e05a0b6f/snap,7 Days 20 Hours 50 Mins,cloud-rtp-1-a,1 Days 10 Hours 59 Mins,10.10.0.7,86a82bd2405e3d0744521227470480b591803f4a9cec024181b6c673,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
e12e5f6d-ff47-4b82-b42b-fdbaf0c052af,nodes-2-sdp18-nonprod-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,2ac77ffd-eec2-4709-80df-a233e05a0b6f,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-18.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/2ac77ffd-eec2-4709-80df-a233e05a0b6f/snap,7 Days 20 Hours 50 Mins,cloud-rtp-1-c,1 Days 10 Hours 59 Mins,10.10.0.6,8dc13d1630aafc108a067d350b2921477a4a137c8cc5cce4cf8ea0ab,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
dc17d81e-8654-45b2-a152-1d59afbf4d28,nodes-1-sdp18-nonprod-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,2ac77ffd-eec2-4709-80df-a233e05a0b6f,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-18.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/2ac77ffd-eec2-4709-80df-a233e05a0b6f/snap,7 Days 20 Hours 50 Mins,cloud-rtp-1-c,1 Days 10 Hours 59 Mins,10.10.0.10,4485a1bfe8bb15032dbffff19ec33bf2101bd810975a8b7a9eaa2b45,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
e581a300-a203-4407-8f26-0696d0c8dd28,bastions-1-sdp18-nonprod-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,2ac77ffd-eec2-4709-80df-a233e05a0b6f,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-18.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/2ac77ffd-eec2-4709-80df-a233e05a0b6f/snap,7 Days 20 Hours 50 Mins,cloud-rtp-1-c,1 Days 10 Hours 59 Mins,10.10.0.13,cd1cc69a6a9de1f7e6f0935f2991e4b9306fff21fdc154eca647dc39,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
cd1f8367-c9ae-40c4-a6b0-d4bb95a8570b,nodes-4-sdp18-nonprod-k8s-local,07373bf58f6d4b16ab5a2ef8d6bc6bb9,SSO-POC-FIP-NET,https://cloud-rtp-1.cisco.com:5000/v3,2ac77ffd-eec2-4709-80df-a233e05a0b6f,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-18.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/2ac77ffd-eec2-4709-80df-a233e05a0b6f/snap,7 Days 20 Hours 50 Mins,cloud-rtp-1-c,1 Days 10 Hours 59 Mins,10.10.0.12,cd1cc69a6a9de1f7e6f0935f2991e4b9306fff21fdc154eca647dc39,2739a9f88aa7a5f450f803afaed0944f5630c24ee2849cf4dbc3c8db7edd845a
885ca4ba-0559-4e3b-a30b-25cc2dcc8748,isv-kubs-bastion-1,076be8399a6c4f11854e867893019101,isv-multicloud,https://cloud-rtp-1.cisco.com:5000/v3,9169b54e-78f5-4a80-81d8-2c83fffbd1d0,,,False,,,cloud-rtp-1-a,274 Days 21 Hours 19 Mins,10.0.0.19,a3a903733cc57761f96fd7f79d142d85d4b71a9c14c8623b9ffab820,4ecaddf2f2717612888975d77c24fb80e2ed6ef79de4cfe1bc36f54005783ca9
2f6c0043-0fa2-4463-bb45-65bef7e595e2,isv-kubs-k8s-master-nf-1,076be8399a6c4f11854e867893019101,isv-multicloud,https://cloud-rtp-1.cisco.com:5000/v3,9169b54e-78f5-4a80-81d8-2c83fffbd1d0,,,False,,,cloud-rtp-1-b,274 Days 21 Hours 19 Mins,10.0.0.11,396e971d730b7d1c677391a671226d529b4aca1c73780fa7e288c5d9,4ecaddf2f2717612888975d77c24fb80e2ed6ef79de4cfe1bc36f54005783ca9
fc18404c-6b08-413e-961b-de4821abb290,isv-kubs-k8s-master-nf-2,076be8399a6c4f11854e867893019101,isv-multicloud,https://cloud-rtp-1.cisco.com:5000/v3,9169b54e-78f5-4a80-81d8-2c83fffbd1d0,,,False,,,cloud-rtp-1-b,274 Days 21 Hours 19 Mins,10.0.0.13,65a46ed4cf72134a470734a71452e0beedd2b6196c977f917ce82d75,4ecaddf2f2717612888975d77c24fb80e2ed6ef79de4cfe1bc36f54005783ca9
8688cfcb-19a8-499e-81a9-21e1eff156db,isv-kubs-k8s-master-nf-3,076be8399a6c4f11854e867893019101,isv-multicloud,https://cloud-rtp-1.cisco.com:5000/v3,9169b54e-78f5-4a80-81d8-2c83fffbd1d0,,,False,,,cloud-rtp-1-b,274 Days 21 Hours 19 Mins,10.0.0.17,65a46ed4cf72134a470734a71452e0beedd2b6196c977f917ce82d75,4ecaddf2f2717612888975d77c24fb80e2ed6ef79de4cfe1bc36f54005783ca9
40837104-2d10-4889-ad6d-5e8419eef303,isv-kubs-k8s-node-nf-2,076be8399a6c4f11854e867893019101,isv-multicloud,https://cloud-rtp-1.cisco.com:5000/v3,9169b54e-78f5-4a80-81d8-2c83fffbd1d0,,,False,,,cloud-rtp-1-b,274 Days 21 Hours 19 Mins,10.0.0.8,5ebf3f89603e9cb28110adf2124924f62fbed7b25cb1dcefdff6d7f7,4ecaddf2f2717612888975d77c24fb80e2ed6ef79de4cfe1bc36f54005783ca9
bfb10120-059d-41d8-a0cf-4a32c92bd5d0,isv-kubs-k8s-node-nf-3,076be8399a6c4f11854e867893019101,isv-multicloud,https://cloud-rtp-1.cisco.com:5000/v3,9169b54e-78f5-4a80-81d8-2c83fffbd1d0,,,False,,,cloud-rtp-1-b,274 Days 21 Hours 19 Mins,10.0.0.14,564064cb1b2e5020c4e8bdb5dc9b1a97a670d15bb100f5b95fb05496,4ecaddf2f2717612888975d77c24fb80e2ed6ef79de4cfe1bc36f54005783ca9
70ada3e2-d351-410e-97bd-212a447bce19,isv-kubs-k8s-node-nf-1,076be8399a6c4f11854e867893019101,isv-multicloud,https://cloud-rtp-1.cisco.com:5000/v3,9169b54e-78f5-4a80-81d8-2c83fffbd1d0,,,False,,,cloud-rtp-1-b,274 Days 21 Hours 19 Mins,10.0.0.12,564064cb1b2e5020c4e8bdb5dc9b1a97a670d15bb100f5b95fb05496,4ecaddf2f2717612888975d77c24fb80e2ed6ef79de4cfe1bc36f54005783ca9
912a1b6e-fabf-4579-937d-f15393456840,honjo1-dev-csco-cloud-k8s-node-nf-24,07ab2981925a40f7b9ccb9eaddbb1e98,SSO-HONJO,https://cloud-rtp-1.cisco.com:5000/v3,bf9eb691-cf56-4065-a2d1-b7bff1cf24fc,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-16.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/bf9eb691-cf56-4065-a2d1-b7bff1cf24fc/snap,292 Days 20 Hours 3 Mins,cloud-rtp-1-c,1 Days 7 Hours 7 Mins,10.0.8.32,e2401edf0f361958ee027a8ab54de5e0b756f3085c78c988b4d07a36,ae59011912388b5b06b2ac645a5462243fe3956b5514a081e1440eee3c89a9f2
41d5d7ec-6170-4d8c-9b19-8bd8f96d9066,honjo1-dev-csco-cloud-k8s-node-nf-25,07ab2981925a40f7b9ccb9eaddbb1e98,SSO-HONJO,https://cloud-rtp-1.cisco.com:5000/v3,bf9eb691-cf56-4065-a2d1-b7bff1cf24fc,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-16.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/bf9eb691-cf56-4065-a2d1-b7bff1cf24fc/snap,292 Days 20 Hours 3 Mins,cloud-rtp-1-a,1 Days 7 Hours 7 Mins,10.0.8.45,a6783cdbf6928453b904496b1d936a61fc63c5f04dd8f059bc2fa220,ae59011912388b5b06b2ac645a5462243fe3956b5514a081e1440eee3c89a9f2
1d65b460-5381-4e88-ad5d-b1520b574987,honjo1-dev-csco-cloud-k8s-node-nf-26,07ab2981925a40f7b9ccb9eaddbb1e98,SSO-HONJO,https://cloud-rtp-1.cisco.com:5000/v3,bf9eb691-cf56-4065-a2d1-b7bff1cf24fc,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-16.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/bf9eb691-cf56-4065-a2d1-b7bff1cf24fc/snap,292 Days 20 Hours 3 Mins,cloud-rtp-1-b,1 Days 7 Hours 7 Mins,10.0.8.48,00706483903acba033e1b43a362871462ba94df14fb25d291cadd6a4,ae59011912388b5b06b2ac645a5462243fe3956b5514a081e1440eee3c89a9f2
6c4c207a-7b26-4e38-b991-e7884e319dba,honjo1-dev-csco-cloud-k8s-node-nf-27,07ab2981925a40f7b9ccb9eaddbb1e98,SSO-HONJO,https://cloud-rtp-1.cisco.com:5000/v3,bf9eb691-cf56-4065-a2d1-b7bff1cf24fc,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-16.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/bf9eb691-cf56-4065-a2d1-b7bff1cf24fc/snap,292 Days 20 Hours 3 Mins,cloud-rtp-1-c,1 Days 7 Hours 7 Mins,10.0.8.14,e2401edf0f361958ee027a8ab54de5e0b756f3085c78c988b4d07a36,ae59011912388b5b06b2ac645a5462243fe3956b5514a081e1440eee3c89a9f2
e0c6bc45-0aa5-4e61-92c5-e342afdcfdd4,honjo1-dev-csco-cloud-k8s-node-nf-3,07ab2981925a40f7b9ccb9eaddbb1e98,SSO-HONJO,https://cloud-rtp-1.cisco.com:5000/v3,bf9eb691-cf56-4065-a2d1-b7bff1cf24fc,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-16.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/bf9eb691-cf56-4065-a2d1-b7bff1cf24fc/snap,292 Days 20 Hours 3 Mins,cloud-rtp-1-c,106 Days 3 Hours 59 Mins,10.0.8.42,427fd884b1bfccb22b414294633b170f5c20efe36345dac183a39ef7,ae59011912388b5b06b2ac645a5462243fe3956b5514a081e1440eee3c89a9f2
a75f9086-b240-40a9-b6af-2684324dedad,honjo1-dev-csco-cloud-k8s-master-5,07ab2981925a40f7b9ccb9eaddbb1e98,SSO-HONJO,https://cloud-rtp-1.cisco.com:5000/v3,bf9eb691-cf56-4065-a2d1-b7bff1cf24fc,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-16.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/bf9eb691-cf56-4065-a2d1-b7bff1cf24fc/snap,292 Days 20 Hours 3 Mins,cloud-rtp-1-b,106 Days 4 Hours 48 Mins,10.0.8.38,6e3b5bfd626e4584e7f63569505025a02a5850ebc8b4f228a7a96a89,ae59011912388b5b06b2ac645a5462243fe3956b5514a081e1440eee3c89a9f2
c392e8c5-ba6a-4722-9b5c-813c1cc4b3d9,honjo1-dev-csco-cloud-k8s-master-1,07ab2981925a40f7b9ccb9eaddbb1e98,SSO-HONJO,https://cloud-rtp-1.cisco.com:5000/v3,bf9eb691-cf56-4065-a2d1-b7bff1cf24fc,f8cdafc8861b4e0ab29362101c9c63ce,UBUNTU-16.04-CORE,True,rbd://8ca1baff-4227-449c-868a-2836d8798581/cloud-rtp-1-fab3-glance/bf9eb691-cf56-4065-a2d1-b7bff1cf24fc/snap,292 Days 20 Hours 3 Mins,cloud-rtp-1-a,106 Days 4 Hours 49 Mins,10.0.8.44,8900ea18792df659d64b7738f97856c5173fb6db111762daec5ee922,ae59011912388b5b06b2ac645a5462243fe3956b5514a081e1440eee3c89a9f2
